locus_tag,gene,COG Class,COG category,prophage gene,strand,frame,start,stop,regulation,product,BKE#,RF_ErmR_LB37oC,nRF_ErmR_LB16oC,nRF_ErmR_glucose complete,nRF_ErmR_glucose+NH4+,nRF_ErmR_LB52oC,nRF_ErmR_LB22oC,nRF_ErmR_MC,nRF_ErmR_competence medium,nRF_ErmR_glucose+glutamine,nRF_ErmR_glucose+glutamate,nRF_ErmR_glucose+ornithine,nRF_ErmR_glucose+adenine,nRF_ErmR_glucose+malate+NH4+,nRF_ErmR_malate+NH4+,nRF_ErmR_pyruvate+NH4+,nRF_ErmR_fructose+NH4+,nRF_ErmR_glycerol+NH4+,nRF_ErmR_gluconate+NH4+,nRF_ErmR_succinate+glutamate,nRF_ErmR_glucose+nitrate,BKK#,RF_KanR_LB37oC,nRF_KanR_LB16oC,nRF_KanR_glucose complete,nRF_KanR_glucose+NH4+,nRF_KanR_LB52oC,nRF_KanR_LB22oC,nRF_KanR_glucose+glutamine,nRF_KanR_glucose+glutamate,nRF_KanR_glucose+ornithine,nRF_KanR_glucose+adenine,nRF_KanR_glucose+malate+NH4+,nRF_KanR_malate+NH4+,nRF_KanR_pyruvate+NH4+,nRF_KanR_fructose+NH4+,nRF_KanR_glycerol+NH4+,nRF_KanR_gluconate+NH4+,nRF_KanR_succinate+glutamate,nRF_KanR_glucose+nitrate
BSU00560,spoVT,K,transcription, ,leading,1,64099,64635,SigF.SigG.,transcriptional regulator,BKE00560,1.029938022,1.07811322,1.043368654,1.055613729,0.899936729,1.104687154,1.083893798,1.01106546,0.973752254,0.956168679,1.012625882,0.728920023,1.07923287,0.954005519,0.903809162,1.111269718,0.789676485,1.029109137,0.791924942,0.701455737,BKK00560,1.099191788,0.853851517,1.023457557,0.980237393,0.98006918,1.022662096,0.887414849,1.138186162,1.174659324,0.858421281,1.119227144,0.969352803,0.942874468,1.116716333,1.024503537,1.222145902,0.723615855,0.928897687
BSU00570,yabM,M,cell wall/membrane/envelope biogenesis, ,leading,1,64817,66415,..,putative exporter,BKE00570,0.832907469,0.733112525,0.855209986,1.461810024,1.140589395,0.915046208,1.282761333,1.207467415,1.083586037,1.320736463,1.167547931,1.132032706,1.628591419,1.365255083,1.346738805,1.811334027,0.742292123,1.747384163,1.209234369,1.288568854,BKK00570,1.112078503,0.642045533,0.96259571,1.028640484,0.909465508,0.690614221,0.868048464,1.067583654,0.852381628,1.023328167,1.650253262,1.212322103,1.307055105,0.993336105,1.056682014,0.925418666,1.084777882,1.492280209
BSU00580,yabN,R,general function prediction only , ,leading,1,66405,67874,..,putative fusion methylase and nucleotide pyrophosphohydrolase,BKE00580,0.973614271,0.849772255,1.188679699,1.127077195,1.075159444,1.046953189,1.104947934,1.196000323,0.998127956,1.224894664,0.943384532,0.951997223,1.240663329,1.290609622,0.932150552,1.431629641,0.771959027,1.411108933,1.108821252,0.713090942,BKK00580,1.062625329,0.841871314,0.93332791,1.076918058,1.038697505,0.707907215,0.741703174,0.905824781,0.673372445,0.852132617,0.788630573,0.932186918,0.887570439,0.806857143,1.0023983,0.633815422,0.79413632,1.321514042
BSU00590,yabO,J,"translation, ribosomal structure and biogenesis", ,leading,1,67877,68137,..,ribosomal RNA binding protein involved in 50S recycling; heat shock protein,BKE00590,1.066641786,0.612933502,1.172180137,0.973976574,1.111246794,0.970459466,1.212596849,1.23741886,0.938428994,1.095977918,0.931692025,0.913402177,1.15119242,1.141477865,0.863739274,1.213695033,0.825020371,1.090610112,1.112127217,0.762013459,BKK00590,1.101920598,0.833001828,1.009419217,1.081715498,1.052124943,0.685298132,0.838657016,0.99890467,1.043023672,1.076118766,1.128935497,0.983307788,0.913692203,1.034613969,0.885162349,0.827395527,0.708606904,1.423496195
BSU00600,yabP,,, ,leading,1,68216,68518,SigE.,spore protein involved in the shaping of the spore coat,BKE00600,1.090801822,0.514844871,1.024742199,1.038142166,1.122697643,0.95202731,0.973682382,0.837120003,1.13391259,1.118411294,0.987737129,1.349023745,1.166372239,1.008340706,1.070949097,1.079052262,0.579794876,0.98636339,0.803571667,0.858703911,BKK00600,0.973018156,0.954684867,0.974126963,1.119333853,1.146555286,0.897368909,1.123679231,1.045739597,1.064262721,1.319503827,1.112669144,1.136765284,0.997107872,1.31582787,1.107475736,1.025756067,0.88243634,0.930040632
BSU00610,yabQ,,, ,leading,1,68515,69150,SigE.,membrane protein of the forespore,BKE00610,0.91863874,0.713904048,0.992671042,1.13791646,1.039190023,0.819542283,1.045764923,1.09706114,0.903841335,0.961154099,0.960495749,0.871005143,1.167167406,1.031880034,0.872409888,0.901957166,0.296768895,1.044320439,0.846548986,0.753346766,BKK00610,1.066263393,0.702884771,1.036899913,1.004055898,1.146426871,0.688701367,0.884460682,0.675441761,0.811437942,1.03331143,1.071896275,0.968055565,0.871183136,0.96494382,0.765914969,0.764149714,0.708422217,0.931477299
BSU00630,yabR,J,"translation, ribosomal structure and biogenesis", ,leading,1,69626,70012,SigE.,putative RNA degradation protein; polyribonucleotide nucleotidyltransferase or phosphorylase,BKE00630,0.928613114,0.751156949,0.796489146,0.797947108,1.182609761,1.004884269,1.068358763,0.997670017,0.76051117,1.003594518,0.631053305,0.831228945,0.913265645,0.919907856,0.584755492,1.268024104,0,1.340728645,0.68376478,0.685331457,BKK00630,1.01293097,0.593619605,0.990258652,0.739093223,1.326106895,0.585054712,0.71823494,0.945542284,0.526102438,0.749641607,1.196873495,1.013346409,0.803767233,0.682137042,0.682247291,0.370199399,0.581533103,0.765620113
BSU00640,spoIIE,T,signal transduction mechanisms , ,leading,1,70538,73021,Spo0A_act.,SpoIIAA-phosphate serine phosphatase,BKE00640,0.886006501,1.251973412,0.998355876,0.981923122,1.154518899,1.52703021,1.196265614,0.911135848,1.259742014,1.083674939,1.288590956,1.081312466,0.775858139,0.849314595,0.974121598,1.36104319,0.328084438,1.100567621,0.655468902,1.165068661,BKK00640,0.924675596,1.676598836,1.060547842,1.022485616,1.040350737,1.518258735,1.242598538,0.976851048,1.2024906,0.960400206,0.972677753,0.996946314,0.685970889,0.958737838,1.054979921,0.981103532,0.567823555,1.002146452
BSU00650,yabS,R,general function prediction only , ,leading,1,73106,73843,..,conserved hypothetical protein,BKE00650,0.69562071,1.64325071,0.971103568,1.282755173,1.336270141,2.042170458,1.345883775,1.425051399,1.423808892,1.413686582,1.540098057,1.322803634,1.184199628,1.406644055,1.357577342,1.767634424,0.406001367,1.6000767,1.393039351,1.607987152,BKK00650,0.881971537,1.708107854,0.985630189,0.861006569,0.947599088,1.461411173,1.095845772,0.99932789,1.040207325,1.332759966,0.8528632,1.056724122,0.885004562,0.925040527,1.093359178,0.905608708,0.800373474,1.154707766
BSU00660,yabT,T,signal transduction mechanisms , ,leading,1,73809,74825,SigF.,serine/threonine-protein kinase,BKE00660,0.43710408,3.117996175,1.09557984,1.805359398,1.678876328,3.00661748,2.369309952,1.882082483,1.92251639,1.735873086,2.016012387,1.357487948,1.499788739,1.754796304,1.286317533,1.76432976,2.104016947,2.299970713,1.187363899,1.732379608,BKK00660,0.909039089,1.431068428,0.977729116,0.974633423,0.995355818,1.300232575,1.178899782,1.115561221,1.220564728,1.063455656,0.870625853,0.918317467,0.765814056,1.14704073,1.265863228,0.921503812,0.89457722,1.20758575
BSU00680,hprT,F,nucleotide transport and metabolism, ,leading,1,76344,76886,SigM.,hypoxanthine-guanine phosphoribosyltransferase,BKE00680,0.849459979,0.955218631,0.507237561,0.907491507,1.085670495,1.006825,1.057470173,0.699072089,1.287822358,1.048979531,1.110494754,1.108087552,1.124987602,1.397901723,0.910924687,0.890352111,1.029712133,1.274064713,0.804939448,0.882567437,BKK00680,0.638717953,1.256608713,0.729686068,0.988770604,0.851077557,1.369479592,1.473613635,0.934089204,1.295216473,0.619553209,0.830451742,0.924965663,0.325098388,0.643771312,0.983032735,0.689932532,0.462514858,0.761059133
BSU00690,ftsH,O,"posttranslational modification, protein turnover, chaperones ", ,leading,1,76984,78897,SigM.,ATP-dependent cytoplasmic membrane protease,BKE00690,0.97314869,0.121437059,0.904222249,1.789050759,0.978525579,0.561378892,1.017904237,1.148213951,1.031435215,1.175344643,1.069751535,0.50446749,2.145655273,1.145894672,0.982452583,2.06095171,0.256871789,2.339845929,0.784735572,0,BKK00690,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BSU00700,coaX,H,coenzyme transport and metabolism, ,leading,1,79092,79868,SigM.,pantothenate kinase type III,BKE00700,1.251495889,0.773638726,1.135507196,0.790568644,0.772018783,0.711813732,0.797125051,0.81303005,0.769270788,0.991286157,0.770255268,0.71409595,0.95816083,0.830096792,0.700645774,0.833053062,0.880274387,0.893886463,0.800775282,0.734704209,BKK00700,1.042192846,0.773365508,0.883071707,0.942619019,1.154673346,0.855392936,0.879211285,0.904274721,0.859419241,0.928054912,0.926158612,1.109226641,0.873237694,0.875343286,0.885382416,0.757298624,0.93622405,0.915554092
BSU00710,hslO,O,"posttranslational modification, protein turnover, chaperones ", ,leading,1,79880,80755,SigM.,disulfide bond chaperone (heat shock protein HSP33),BKE00710,1.076092686,0.960009278,0.941364073,0.927460452,0.871547092,0.836323507,0.897399633,0.914220025,0.946112698,1.170293534,0.951545185,0.669991637,1.047350156,0.96618868,0.812139423,1.025361088,0.715787818,0.960878487,0.671914254,0.622790243,BKK00710,0.87523688,1.054071448,0.909133918,1.199481876,1.109490838,0.964948985,1.053556613,1.143139013,0.912365831,1.063641515,1.15715269,1.1906651,1.013911557,1.060637871,1.102147567,0.978140819,1.193235469,1.179927554
BSU00720,yacD,O,"posttranslational modification, protein turnover, chaperones ", ,leading,1,80802,81695,..,putative protein secretion PrsA homolog,BKE00720,1.111658704,1.089922669,1.087889579,0.907036398,1.039253499,0.978537086,0.946518241,0.957863428,0.751661101,0.836443021,0.933112412,0.664968795,1.010477138,0.874613683,0.745765235,0.929178473,0,1.161675663,0.782416622,0.691717056,BKK00720,1.143364285,1.060706534,1.012248792,0.590556462,0.841978135,1.04942387,0.788277582,0.790381397,0.684786635,0.692690654,0.755578807,0.823960143,0.668592413,0.498647824,0.582413096,0.828307887,0.811364051,0.604396357
BSU00730,cysK,E,amino acid transport and metabolism , ,leading,1,81771,82697,CymR_repress.Spx_act.,cysteine synthase,BKE00730,1.066593514,0.66301262,0.741559871,0,0.835757489,0.74408238,0.42854896,0.537339417,0,0.048056861,0.055891233,0,0.190796386,0.187356695,0,0.132168985,0,0.343595057,0.100418562,0,BKK00730,0.963375999,0.817182288,0.616676143,0.038789483,1.243932545,0.87877697,0.120961192,0.08546551,0,0,0,0.18492971,0.077123226,0,0,0,0.084009852,0
BSU00740,pabB,EH,amino acid transport and metabolism coenzyme transport and metabolism, ,leading,1,82864,84276,..,4-amino-4-deoxychorismate synthase (para-aminobenzoate synthase),BKE00740,0.861571305,0.992464411,0.864071702,1.336058119,1.121269412,1.136535448,1.121811851,1.473796141,1.394034343,1.181808257,1.21539334,1.262154291,1.386812337,1.36812868,1.440918919,1.148946361,0.620574605,1.313371355,1.410076106,1.08384578,BKK00740,1.046636155,1.159409405,1.063011373,1.075000287,0.997065031,0.954033116,1.074418527,1.071425031,0.947506039,0.907993054,1.148261813,0.993952108,1.063194433,0.961189725,0.963733234,1.033616761,1.070145754,0.97509974
BSU00750,pabA,EH,amino acid transport and metabolism coenzyme transport and metabolism, ,leading,1,84290,84874,TRAP_translation inhibition,4-amino-4-deoxychorismate synthase; anthranilate synthase (subunit II),BKE00750,1.014067548,0.794068025,0.956126316,1.108336926,1.255529048,0.983432212,1.15132232,1.247425522,1.286450521,1.393889769,1.08701471,0.88429276,1.281412431,1.163499383,1.111706244,1.211416646,0.500656171,1.267761723,0.899034695,0.952721513,BKK00750,1.047993004,0.800179354,0.981755302,1.04523328,1.091575361,0.754277946,0.991315627,1.073910466,0.984514901,0.906744958,1.28573974,1.116795166,1.038061484,1.220381839,0.991547794,1.155446494,1.08195645,1.14801581
BSU00760,pabC,EH,amino acid transport and metabolism coenzyme transport and metabolism, ,leading,1,84874,85755,..,4-amino-4-deoxychorismate pyruvate-lyase,BKE00760,0.840773579,1.076617446,0.903340622,1.364089835,1.058452605,1.032153819,1.177720184,1.30611812,1.074103876,1.5651203,1.066189586,1.406543158,1.371886595,1.232324389,1.05860121,1.306107424,0.666436456,1.178275853,1.145015005,1.391363253,BKK00760,1.154316004,0.634583929,0.928998686,0.998599421,1.132753527,0.679376589,0.777248942,1.029642511,0.783044011,0.857838264,1.036303456,0.905881983,0.909668626,1.095880277,0.877583285,1.037202298,1.059287854,0.995104395
BSU00800,yazB,K,transcription, ,leading,1,87401,87610,..,putative transcriptional regulator,BKE00800,0.960915949,1.140071113,1.027977297,1.025001003,1.091189248,1.081124898,1.077077697,0.970977674,1.092934636,1.094510618,1.190210039,1.038037409,0.985207298,1.122686718,1.127165251,1.057980847,0.627105933,0.95697793,1.102719618,1.201307027,BKK00800,1.151227354,1.038885391,1.102709096,0.877789255,0.825031486,1.125547907,0.987687266,0.901701272,0.9441809,1.05289671,1.012026408,0.903886117,0.898214894,0.929987514,0.935046497,0.949801509,0.885275064,1.045609772
BSU00810,dusB,J,"translation, ribosomal structure and biogenesis", ,leading,1,87634,88635,..,tRNA-dihydrouridine synthase B,BKE00810,1.165832056,1.026895304,1.040285189,0.946372682,0.759561162,0.863381222,0.983778929,0.999134322,0.87535657,1.087499971,0.885416945,0.908696068,0.928134845,0.745704046,0.911503109,0.835127489,0.88665849,0.878286577,0.83152497,0.74694197,BKK00810,1.067071365,1.303422479,1.025667601,0.881428299,0.895898261,1.03025377,0.825597862,0.802060711,1.022193589,0.694751538,0.949546031,0.951511061,0.758793942,0.809684531,0.771463096,0.912744268,0.873840871,1.03726898
BSU00830,ctsR,K,transcription, ,leading,1,101449,101913,CtsR_repress.SigB.,transcriptional regulator,BKE00830,0.859887747,1.122860243,1.134691017,1.180618583,1.231581352,1.117542993,1.039873786,1.096812749,1.187360948,1.50343629,1.288347169,1.109605005,1.234510063,1.106120501,1.193701449,1.406205889,0.361691861,1.273579076,1.240632238,1.140577356,BKK00830,1.077671521,0.94147441,1.044875162,1.088892946,1.126106143,0.78918095,0.878516573,0.994042298,1.23908809,1.073482872,1.005843202,1.002261042,0.979669589,1.066356783,1.185405114,0.808529904,0.966155477,1.111191728
BSU00840,mcsA,O,"posttranslational modification, protein turnover, chaperones ", ,leading,1,101927,102484,CtsR_repress.SigB.SigF.,activator of protein kinase McsB,BKE00840,0.814069842,1.627988689,1.092312942,1.4037141,1.07854397,1.369334858,1.060138255,1.243409125,1.08314507,1.450922286,1.330051196,1.180271915,1.416906551,1.307366805,1.632630414,1.587620198,0.605273581,1.383865069,1.360438714,1.367316118,BKK00840,0.924690557,1.234474924,1.060222588,1.25216854,1.015408612,0.878868479,0.882390379,0.994797446,0.940089632,0.867694257,1.283771584,1.1369796,1.120098257,1.151576273,0.941990566,0.970691535,0.900321238,1.243623251
BSU00850,mcsB,O,"posttranslational modification, protein turnover, chaperones ", ,leading,1,102484,103575,CtsR_repress.SigB.SigF.,protein tyrosine/arginine kinase,BKE00850,0.773250868,1.719466882,0.971920965,1.525526635,1.354656363,1.466776071,1.120929131,1.367779998,1.357868384,1.405566725,1.497075841,1.35784952,1.418280048,1.4649245,1.656167409,1.75977423,0.973445924,1.752778717,1.518029992,1.556239404,BKK00850,0.938603372,1.053137892,0.990268816,1.40772401,0.989194521,1.172771075,1.142846929,1.164578251,1.217371854,1.622104912,1.466165963,1.308768575,1.404034227,1.535602352,1.329721368,1.045143659,1.316010644,1.49385536
BSU00860,clpC,O,"posttranslational modification, protein turnover, chaperones ", ,leading,1,103572,106004,CtsR_repress.SigB.SigF.,"class III stress response-related ATPase, AAA+ superfamily",BKE00860,1.111866025,0.734847053,1.006606781,0.948690779,1.024678714,0.775832003,0.984202526,0.959739968,0.713281584,1.044627614,0.848208754,0.652441389,1.028364133,1.013195211,1.005666038,1.216190577,1.269641065,1.244234695,0.938348287,1.323894081,BKK00860,0.92960539,1.180556018,0.71323221,0.216536315,1.099491045,1.098958617,0.238154713,0.254173951,0.402812589,0.261563899,0.276464802,0.513969431,0.294594362,0.277110176,0.271244113,0.748227266,0.485181631,0.562648588
BSU00870,radA,O,"posttranslational modification, protein turnover, chaperones ", ,leading,1,106096,107472,CtsR_repress.SigB.,DNA repair protein; 6-O-methylguanine-DNA methyltransferase,BKE00870,0.755723658,1.519989264,1.17802782,1.773155794,1.19190278,1.286487948,1.352670674,1.529389714,1.502703312,1.752401259,1.534268033,1.53552087,2.098314059,1.886258364,1.649342391,2.203567275,0.938082735,2.159931964,1.737381546,1.438294806,BKK00870,0.829104182,1.231565969,1.190008666,1.738492108,1.081240976,1.04579931,1.430115276,1.33307305,1.261006989,1.634131515,2.397073808,2.00717511,1.268823086,1.607438111,1.679890973,1.235449327,1.221123334,1.55417644
BSU00880,disA,L,"replication, recombination and repair", ,leading,1,107476,108558,CtsR_repress.SigB.SigM.,diadenylate cyclase; DNA integrity scanning protein; cell cycle checkpoint DNA scanning protein,BKE00880,0.973220989,1.481510826,1.246468429,1.372318802,0.979964782,1.37875922,1.161487456,1.042524559,0.864347021,1.320827556,0.915390732,1.131478333,1.893012813,1.398402328,1.024491717,1.55512116,0.62784106,1.631136124,0.904328586,1.051332171,BKK00880,0.902513022,0.912240454,1.065227369,1.194840439,1.048729688,0.852063077,0.953739736,1.187002632,1.060116433,1.398005581,2.466425367,1.656801672,1.506483193,1.365784643,1.262657392,1.385696564,1.031024644,1.838396842
BSU00890,yacL,R,general function prediction only , ,leading,1,108674,109774,SigB.SigM.,putative membrane protein,BKE00890,0.78497985,1.181110331,0.872075288,1.081052035,1.229906099,1.137657248,1.020750044,1.113023364,1.092354057,0.982866966,1.185832746,0.990764374,0.986879127,0.983236351,1.073334422,1.227414669,0.481056372,1.119380858,1.16274771,0.976261745,BKK00890,0.944898244,0.919183696,0.846438056,0.967773478,0.94821477,1.079279498,0.999569928,1.075580666,0.98435016,0.84276415,0.903751094,0.884697455,0.975919465,1.076134748,0.948723796,0.930153767,1.186704865,0.9030721
BSU00930,cysE,E,amino acid transport and metabolism , ,leading,1,112800,113453,T-box_antitermination.,serine acetyltransferase,BKE00930,0.614972595,0.704718573,0.727532862,0,0.763810115,0.793205564,0.579129815,0.25141388,0,0,0,0,0,0,0,0,0,0,0,0,BKK00930,0.731214486,0.82342946,0.811691966,0,0.849595922,0.586517206,0,0,0,0,0,0,0,0,0,0,0,0
BSU00950,mrnC,J,"translation, ribosomal structure and biogenesis", ,leading,1,114854,115285,T-box_antitermination.,"ribonuclease for 23S RNA maturation, mini-RNase III",BKE00950,0.943412731,0.855515305,0.977318818,1.082965443,1.032915652,1.104261271,1.106239869,0.986297568,1.180447339,1.108747451,1.062551709,1.13045265,1.080125291,1.114795399,1.187636571,1.076385064,0.497904831,1.175158637,1.242400312,1.02634598,BKK00950,0.953541863,1.091213091,0.990230715,1.069982925,1.076736935,1.107211183,1.141835827,1.068345564,1.072623849,1.047120646,1.058161652,0.973143345,1.05374282,1.102250163,1.023213169,0.993006963,1.179845539,1.066020954
BSU00960,rlmB,J,"translation, ribosomal structure and biogenesis", ,leading,1,115269,116018,T-box_antitermination.,23S rRNA methyltransferase,BKE00960,0.528124487,0.942448082,0.716798773,1.856463873,1.357582472,1.062910008,1.35532068,1.434452501,1.219704572,2.033621564,1.156861157,1.461925324,2.45849999,2.255207588,1.466012238,2.417211791,1.717665501,2.504825756,1.552590792,1.417963712,BKK00960,0.8837217,0.915889476,0.926766681,1.009549437,1.179879293,1.114647637,1.010025125,1.133156136,1.146738718,1.167933655,1.065292888,1.015777097,0.893488487,1.153603916,1.105150526,1.102999471,1.039926895,1.214850724
BSU00970,yacP,R,general function prediction only , ,leading,1,116025,116537,T-box_antitermination.,putative ribonuclease with PIN and NYN domains,BKE00970,1.312531941,0.71143239,1.124348652,0.939101181,0.733583471,0.824486965,1.008584833,1.083580891,0.740434791,0.995406322,0.827057367,0.811417534,1.07204701,1.062057561,0.824587389,0.717328168,0.75536177,0.863296835,0.779184003,0.657009584,BKK00970,1.012234345,1.318592899,1.057804475,1.018885513,0.967114954,0.916514926,0.799865416,0.927674779,0.987562901,0.935201081,1.326545874,1.016411492,1.292856871,0.995971743,0.931604875,1.15436149,0.967465446,1.087080103
BSU00980,sigH,K,transcription, ,leading,1,116600,117256,AbrB_repress.,RNA polymerase sigma-30 factor (sigma(H)),BKE00980,1.146158513,0.461131067,1.190527594,1.806975284,0.93345559,0.598640932,1.036653688,1.022537321,1.202133728,1.095890248,1.005408404,1.311109133,2.72739539,1.600344143,1.062225138,1.955048963,1.142906307,2.684834091,1.097484836,1.962424525,BKK00980,1.015875804,0.93780135,0.961174462,1.345419513,0.959321113,0.636110152,1.100744546,1.267034732,1.002370461,1.944488962,2.294632107,1.691089405,1.016571426,1.285001827,1.24709724,1.230018269,0.900940543,1.733329811
